rank,word,freq,#texts,%caps
2678,stepped,34088,22211,0.01
2679,finger,34029,21523,0.04
2680,dna,34005,10287,0.99
2681,silent,34005,21569,0.1
2682,loud,34000,23917,0.05
2683,medium,33987,16254,0.05
2684,supporting,33984,24713,0.06
2685,contemporary,33979,17367,0.14
2686,organized,33939,23303,0.04
2687,engineering,33932,15330,0.22
2688,tone,33899,22883,0.03
2689,smiled,33897,14494,0.0
2690,persons,33873,14329,0.08
2691,sentence,33867,19034,0.02
2692,requirements,33852,18139,0.04
2693,reflect,33831,24957,0.01
2694,taylor,33820,13178,0.99
2695,suicide,33818,15590,0.07
2696,cheap,33808,22783,0.07
2697,tied,33784,25528,0.02
2698,meetings,33779,21626,0.03
2699,nervous,33777,23092,0.04
2700,surely,33774,23857,0.28
2701,immediate,33757,25879,0.02
2702,unusual,33744,26261,0.02
2703,document,33701,17960,0.05
2704,hero,33696,20053,0.12
2705,drawing,33691,22333,0.09
2706,hits,33691,22072,0.06
2707,breakfast,33654,20403,0.12
2708,letting,33627,26479,0.05
2709,indicate,33625,22201,0.01
2710,bedroom,33606,18142,0.08
2711,customer,33586,16165,0.08
2712,spanish,33562,14805,0.99
2713,joseph,33555,16750,1.0
2714,sing,33553,16884,0.11
2715,anonymous,33539,11880,0.62
2716,dressed,33537,22871,0.05
2717,split,33524,24875,0.05
2718,explanation,33523,22154,0.02
2719,bottle,33515,18960,0.04
2720,mirror,33515,19089,0.09
2721,studied,33515,24079,0.01
2722,kiss,33498,18319,0.15
2723,manage,33496,25559,0.03
2724,colors,33494,19271,0.05
2725,instruction,33445,10689,0.07
2726,adds,33435,25806,0.04
2727,rural,33396,15841,0.08
2728,atmosphere,33391,18022,0.02
2729,answered,33386,22087,0.01
2730,extended,33360,24627,0.03
2731,fruit,33355,17195,0.08
2732,mixed,33342,24591,0.05
2733,regime,33327,12737,0.03
2734,winner,33323,20713,0.12
2735,selection,33281,18691,0.06
2736,dude,33271,12361,0.39
2737,secure,33265,23620,0.05
2738,actor,33251,16438,0.15
2739,bread,33250,16247,0.09
2740,philosophy,33250,16945,0.1
2741,zero,33227,20389,0.21
2742,holiday,33222,17969,0.18
2743,units,33221,16821,0.03
2744,memories,33208,20508,0.06
2745,constantly,33184,25810,0.02
2746,recovery,33151,17833,0.11
2747,mobile,33137,15507,0.18
2748,severe,33114,21757,0.04
2749,mail,33095,18900,0.15
2750,primarily,33091,24018,0.02
2751,heaven,33090,17750,0.28
2752,offense,33062,16655,0.03
2753,earned,33023,24471,0.02
2754,convinced,33014,25828,0.02
2755,clinical,32987,11968,0.15
2756,minimum,32987,20103,0.05
2757,beliefs,32975,14947,0.02
2758,theme,32975,20650,0.05
2759,electric,32971,17604,0.21
2760,engaged,32965,23417,0.02
2761,faced,32964,26355,0.05
2762,practical,32957,22278,0.05
2763,formed,32951,23681,0.01
2764,complicated,32946,25724,0.02
2765,remembered,32946,21084,0.01
2766,ethnic,32881,12693,0.06
2767,downtown,32875,19220,0.12
2768,employment,32873,15570,0.11
2769,dust,32864,17951,0.1
2770,hired,32862,23226,0.02
2771,rep,32862,13342,0.87
2772,centers,32846,20545,0.2
2773,chain,32845,20764,0.05
2774,techniques,32804,19389,0.04
2775,description,32791,21525,0.17
2776,row,32788,21085,0.12
2777,processes,32783,15342,0.02
2778,distribution,32782,16060,0.05
2779,pure,32776,22874,0.1
2780,steel,32776,16852,0.15
2781,fixed,32773,21839,0.04
2782,narrative,32768,12783,0.06
2783,proof,32757,21733,0.07
2784,goods,32742,17674,0.04
2785,kick,32731,22151,0.08
2786,incident,32709,20797,0.03
2787,prefer,32660,24862,0.01
2788,therapy,32650,13958,0.08
2789,entertainment,32644,20879,0.2
2790,recall,32627,21292,0.06
2791,improved,32626,22977,0.04
2792,foods,32615,13119,0.15
2793,pink,32613,17832,0.18
2794,ceo,32591,17919,0.99
2795,enjoyed,32591,24398,0.01
2796,resistance,32591,17104,0.08
2797,promote,32579,22068,0.02
2798,bomb,32530,15061,0.07
2799,dick,32512,14543,0.72
2800,elsewhere,32501,25417,0.08
2801,represented,32487,20910,0.01
2802,waited,32485,21206,0.01
2803,dave,32474,12879,0.99
2804,blind,32461,18794,0.11
2805,argued,32459,20769,0.0
2806,tested,32459,19954,0.03
2807,outcome,32445,19929,0.03
2808,iraqi,32433,7654,1.0
2809,awesome,32431,19333,0.17
2810,carter,32375,11192,0.99
2811,follows,32359,22798,0.01
2812,fundamental,32346,20324,0.03
2813,category,32320,18487,0.07
2814,eggs,32308,14391,0.05
2815,staying,32297,25414,0.06
2816,begun,32286,25939,0.01
2817,howard,32280,13562,0.99
2818,weapon,32278,17467,0.04
2819,lab,32272,15690,0.17
2820,principle,32254,17108,0.05
2821,widely,32237,25193,0.01
2822,stronger,32229,24648,0.03
2823,replace,32224,24745,0.04
2824,destroyed,32216,21749,0.02
2825,nov,32215,13619,0.99
2826,minds,32205,23845,0.04
2827,approximately,32201,20184,0.1
2828,sought,32199,23351,0.01
2829,criticism,32198,20199,0.04
2830,judgment,32195,19271,0.06
2831,bitch,32185,13494,0.1
2832,comparison,32176,20647,0.07
2833,owned,32170,23292,0.02
2834,cycle,32129,18246,0.05
2835,democrat,32113,16496,0.93
2836,chemical,32076,15341,0.11
2837,continuing,32068,24491,0.07
2838,crying,32060,19941,0.06
2839,resolution,32050,15402,0.11
2840,innocent,32046,19715,0.04
2841,decline,32037,19126,0.03
2842,trained,32034,22695,0.02
2843,facility,32031,17393,0.07
2844,fifth,32024,23186,0.25
2845,depends,32022,24469,0.06
2846,represents,32016,23497,0.01
2847,incredible,32006,23745,0.08
2848,posts,31971,16970,0.06
2849,strongly,31957,22765,0.02
2850,racial,31952,13153,0.05
2851,transition,31922,17981,0.06
2852,purposes,31898,21281,0.01
2853,destroy,31858,20771,0.05
2854,disaster,31852,20076,0.06
2855,draft,31851,15710,0.08
2856,transportation,31828,16508,0.26
2857,co,31816,15356,0.92
2858,billy,31792,9401,0.96
2859,rarely,31762,25808,0.04
2860,enormous,31716,24155,0.02
2861,returns,31687,19706,0.05
2862,valuable,31659,23931,0.03
2863,volume,31659,18594,0.09
2864,iron,31657,16657,0.28
2865,shoulders,31650,19654,0.02
2866,characteristics,31632,14620,0.07
2867,laughed,31614,16891,0.01
2868,channel,31611,17616,0.4
2869,mm-hmm,31595,11306,0.98
2870,rape,31580,10073,0.07
2871,recorded,31550,20402,0.03
2872,effectively,31543,23220,0.01
2873,pro,31530,17947,0.38
2874,academy,31488,16827,0.79
2875,principal,31488,17828,0.13
2876,wet,31472,19775,0.06
2877,ill,31470,20027,0.26
2878,immigrants,31460,11005,0.04
2879,element,31440,18263,0.02
2880,platform,31438,17501,0.05
2881,q,31422,8269,0.93
2882,junior,31410,17471,0.36
2883,invited,31408,24193,0.02
2884,sidebar,31386,12026,0.92
2885,elizabeth,31382,13471,0.98
2886,voiceover,31373,2182,0.95
2887,messages,31351,19514,0.03
2888,narrow,31346,22561,0.02
2889,participation,31333,15178,0.06
2890,congressional,31280,17350,0.38
2891,lessons,31269,20049,0.09
2892,harm,31268,20075,0.04
2893,error,31265,16943,0.05
2894,nfl,31256,9936,0.99
2895,representative,31256,19866,0.28
2896,tip,31249,20512,0.17
2897,ticket,31233,18161,0.05
2898,facilities,31218,16738,0.03
2899,wondered,31199,19756,0.0
2900,dirty,31188,21426,0.12
2901,filed,31179,19364,0.03
2902,poll,31147,14657,0.1
2903,accurate,31112,21752,0.02
2904,launch,31110,18394,0.06
2905,computers,31093,16113,0.07
2906,bike,31080,10420,0.08
2907,retirement,31049,14701,0.08
2908,shock,31047,21873,0.06
2909,retired,31041,22152,0.08
2910,signal,31036,17754,0.05
2911,wore,31027,19934,0.01
2912,mountains,31026,17480,0.25
2913,variables,31025,7819,0.06
2914,loose,30991,23108,0.04
2915,equally,30989,23932,0.06
2916,prince,30980,11685,0.72
2917,phase,30968,15230,0.13
2918,symptoms,30966,11869,0.05
2919,height,30948,16015,0.05
2920,polls,30935,14590,0.06
2921,links,30923,18476,0.11
2922,jane,30910,10786,0.98
2923,farmers,30906,12204,0.12
2924,landscape,30904,17876,0.06
2925,engage,30883,20611,0.03
2926,nodded,30870,11289,0.0
2927,babies,30861,15507,0.08
2928,minor,30843,21955,0.1
2929,offensive,30822,17859,0.05
2930,participate,30814,20995,0.01
2931,rid,30813,22176,0.02
2932,arrest,30789,17186,0.05
2933,speaker,30776,16156,0.39
2934,suffered,30773,24400,0.01
2935,mothers,30749,14356,0.09
2936,attend,30740,22567,0.02
2937,ear,30738,18260,0.03
2938,fishing,30720,12733,0.08
2939,telephone,30715,18126,0.1
2940,breast,30702,11108,0.08
2941,defend,30702,21008,0.02
2942,institution,30693,17564,0.15
2943,potentially,30675,23513,0.02
2944,trend,30656,19908,0.04
2945,demands,30576,21391,0.01
2946,dramatic,30574,23857,0.03
2947,attempts,30572,22655,0.04
2948,perceived,30565,15741,0.04
2949,ya,30538,12273,0.17
2950,math,30503,14080,0.11
2951,barbara,30491,12189,0.99
2952,directed,30467,21401,0.06
2953,risks,30467,18368,0.03
2954,deliver,30465,23368,0.03
2955,proposal,30453,17273,0.03
2956,smoking,30418,14692,0.08
2957,oct,30394,11925,1.0
2958,sept,30383,12657,0.99
2959,locked,30357,21531,0.03
2960,voices,30347,19470,0.09
2961,desert,30337,14766,0.24
2962,mama,30324,9318,0.68
2963,roof,30320,17757,0.05
2964,driven,30308,23782,0.03
2965,employee,30261,16056,0.07
2966,fought,30243,21620,0.01
2967,arguments,30221,17000,0.03
2968,intellectual,30220,15431,0.05
2969,exposed,30170,21438,0.02
2970,formal,30139,19097,0.03
2971,roger,30134,11587,0.99
2972,jan,30133,13843,0.99
2973,virtually,30121,24126,0.08
2974,regulations,30118,14939,0.06
2975,issued,30091,20982,0.01
2976,crimes,30074,15763,0.06
2977,procedures,30064,15084,0.06
2978,interviews,30063,18291,0.05
2979,tie,30048,20230,0.08
2980,pulling,30039,22812,0.05
2981,networks,30033,14730,0.08
2982,grab,30025,22127,0.17
2983,nights,30025,21568,0.08
2984,illinois,30009,14935,1.0
2985,approved,30007,20503,0.02
2986,establish,29993,21614,0.03
2987,normally,29972,24021,0.17
2988,guests,29971,17541,0.06
2989,solve,29934,21287,0.02
2990,inspired,29874,23157,0.07
2991,moreover,29860,17390,0.88
2992,ordinary,29858,20567,0.05
2993,pants,29824,18188,0.06
2994,detroit,29805,12537,1.0
2995,sand,29800,15058,0.11
2996,cable,29797,13523,0.15
2997,ending,29788,21548,0.04
2998,yard,29787,16545,0.08
2999,fiction,29778,14050,0.14
3000,grass,29772,16133,0.06
3001,passion,29770,20332,0.1
3002,visitors,29760,17791,0.12
3003,competitive,29758,18888,0.03
3004,helpful,29738,21573,0.02
3005,gary,29735,13620,0.99
3006,sen,29731,11526,0.99
3007,jason,29718,11402,0.97
3008,exists,29711,21176,0.01
3009,adopted,29694,19118,0.01
3010,estimates,29676,16747,0.06
3011,courses,29671,12583,0.02
3012,files,29653,12746,0.06
3013,experiment,29652,16305,0.09
3014,islamic,29630,9151,0.99
3015,vietnam,29619,11967,0.99
3016,u,29610,10440,0.59
3017,evolution,29607,12977,0.13
3018,carbon,29585,9213,0.09
3019,nurse,29578,12990,0.17
3020,killer,29572,15413,0.11
3021,tickets,29555,14782,0.19
3022,walks,29551,16577,0.03
3023,seats,29525,17058,0.02
3024,ears,29511,19879,0.02
3025,comfort,29494,21414,0.07
3026,reporters,29488,17990,0.06
3027,so-called,29485,23004,0.02
3028,terrorist,29477,12933,0.04
3029,meal,29472,18389,0.03
3030,gene,29469,9399,0.37
3031,collected,29461,19601,0.03
3032,odd,29449,21575,0.08
3033,confirmed,29424,21816,0.02
3034,personality,29422,18174,0.07
3035,delivered,29393,23156,0.01
3036,pilot,29393,13949,0.13
3037,hillary,29385,9879,1.0
3038,settled,29385,22070,0.01
3039,highway,29378,15759,0.36
3040,pacific,29372,15643,0.98
3041,burning,29357,19841,0.08
3042,clip,29356,11238,0.58
3043,fallen,29355,22467,0.04
3044,procedure,29354,15653,0.09
3045,clark,29342,10316,0.99
3046,license,29341,15821,0.07
3047,depending,29294,23735,0.17
3048,knife,29274,14510,0.05
3049,avenue,29269,17205,0.88
3050,rolling,29258,21368,0.22
3051,awareness,29255,17089,0.08
3052,replaced,29241,22943,0.01
3053,exact,29234,23048,0.03
3054,achievement,29220,13232,0.1
3055,advertising,29212,15409,0.08
3056,profit,29189,17035,0.04
3057,loan,29175,11723,0.08
3058,exciting,29174,23166,0.02
3059,gap,29166,18329,0.14
3060,wanting,29151,22476,0.04
3061,mm,29146,8966,0.67
3062,navy,29131,13047,0.8
3063,lovely,29118,19589,0.1
3064,privacy,29113,14531,0.15
3065,lets,29110,18727,0.17
3066,properly,29097,22246,0.02
3067,originally,29092,23132,0.17
3068,statistics,29092,17275,0.24
3069,electronic,29074,15524,0.14
3070,monitor,29073,18721,0.22
3071,linked,29068,20979,0.02
3072,asia,29064,14112,0.99
3073,asian,29054,13076,0.98
3074,aids,29039,9735,0.84
3075,applications,29037,14447,0.08
3076,girlfriend,29037,17104,0.04
3077,boyfriend,29034,15228,0.04
3078,and/or,29030,18103,0.0
3079,informed,28925,20913,0.02
3080,pat,28919,13795,0.82
3081,visible,28915,20051,0.02
3082,chances,28898,23335,0.08
3083,heavily,28893,23580,0.01
3084,crash,28880,16821,0.09
3085,touched,28879,20076,0.02
3086,serves,28874,21174,0.15
3087,deserve,28866,21198,0.02
3088,latter,28861,20248,0.01
3089,un,28838,9350,0.75
3090,hurry,28835,15990,0.38
3091,butter,28834,11460,0.08
3092,lewis,28832,11461,0.99
3093,bone,28809,14319,0.12
3094,receiving,28808,21059,0.03
3095,solutions,28806,18113,0.11
3096,independence,28782,15883,0.24
3097,roles,28773,17127,0.02
3098,reveal,28768,21362,0.04
3099,diversity,28758,13402,0.08
3100,psychological,28754,14481,0.12
3101,controlled,28737,20264,0.03
3102,firms,28727,11601,0.03
3103,miami,28725,13592,0.99
3104,intense,28722,22784,0.03
3105,ideal,28706,19957,0.04
3106,entry,28705,18288,0.06
3107,italian,28704,14867,0.99
3108,anderson,28663,11313,1.0
3109,plain,28652,20667,0.11
3110,edition,28650,18358,0.32
3111,counter,28648,18857,0.03
3112,communications,28605,17692,0.28
3113,commander,28593,11690,0.4
3114,contains,28582,19819,0.02
3115,hung,28557,19670,0.03
3116,burn,28555,18432,0.1
3117,hmm,28550,13556,0.88
3118,republic,28542,14041,0.75
3119,cops,28540,12719,0.11
3120,closing,28533,21301,0.08
3121,shares,28515,15730,0.05
3122,technologies,28505,13339,0.14
3123,disagree,28484,17850,0.04
3124,worker,28483,16479,0.08
3125,defensive,28477,15440,0.06
3126,whereas,28475,18030,0.23
3127,recognition,28450,18030,0.05
3128,pepper,28448,8235,0.13
3129,ron,28440,12264,0.99
3130,protein,28436,8246,0.09
3131,ignore,28422,21517,0.06
3132,surrounding,28398,22667,0.01
3133,vehicles,28395,14578,0.04
3134,tries,28391,19954,0.01
3135,assault,28389,16247,0.05
3136,rick,28372,11938,0.98
3137,permanent,28361,19937,0.05
3138,proved,28348,22271,0.01
3139,nowhere,28332,22747,0.13
3140,lincoln,28330,11519,0.99
3141,shame,28322,19052,0.14
3142,cbs,28305,11548,1.0
3143,hungry,28299,19420,0.07
3144,ann,28295,12294,0.99
3145,mccain,28289,6413,1.0
3146,universal,28277,16121,0.24
3147,reserve,28270,16060,0.5
3148,constitutional,28265,11612,0.16
3149,supporters,28263,18109,0.07
3150,shadow,28259,16198,0.18
3151,crucial,28246,21856,0.01
3152,checked,28234,20669,0.02
3153,aspect,28225,21178,0.02
3154,granted,28222,21421,0.15
3155,bags,28217,16507,0.03
3156,patrick,28205,12503,0.99
3157,pennsylvania,28204,16314,1.0
3158,ridiculous,28203,20467,0.04
3159,coat,28202,15871,0.06
3160,festival,28189,11474,0.49
3161,hunt,28178,15043,0.32
3162,savings,28173,14178,0.09
3163,sensitive,28136,20831,0.03
3164,simon,28122,9400,0.99
3165,involvement,28119,16731,0.03
3166,heading,28118,22063,0.06
3167,tips,28117,19649,0.15
3168,cloud,28110,14052,0.2
3169,scenes,28100,17377,0.04
3170,nt,28099,2632,0.06
3171,roughly,28094,21771,0.07
3172,mexican,28081,11001,0.99
3173,bruce,28069,11925,0.99
3174,outcomes,28066,10850,0.05
3175,reputation,28056,20896,0.02
3176,responded,28056,21702,0.0
3177,medicare,28055,7768,0.96
3178,sits,28048,16905,0.01
3179,switch,28047,19053,0.09
3180,genetic,28038,10058,0.08
3181,bye,28021,12432,0.79
3182,unknown,28010,20590,0.08
3183,marine,28004,11310,0.61
3184,kidding,28002,18040,0.04
3185,mystery,27999,17751,0.12
3186,opens,27998,17900,0.06
3187,britain,27995,13645,1.0
3188,approaches,27994,16608,0.03
3189,awful,27988,20725,0.04
3190,ultimate,27979,21053,0.1
3191,wins,27975,17757,0.04
3192,microsoft,27969,7812,0.99
3193,explore,27968,20392,0.06
3194,cake,27960,12271,0.1
3195,massachusetts,27955,16388,1.0
3196,kim,27936,9267,0.99
3197,sons,27932,17023,0.13
3198,lisa,27908,9465,0.99
3199,repeat,27868,20283,0.18
3200,drunk,27865,15701,0.05
3201,survival,27861,16761,0.09
3202,inner,27844,18269,0.07
3203,darkness,27810,15354,0.1
3204,personnel,27804,16333,0.05
3205,historic,27802,17979,0.15
3206,bureau,27799,15482,0.68
3207,iowa,27781,11707,1.0
3208,pride,27778,19631,0.15
3209,royal,27755,13294,0.54
3210,stomach,27740,17871,0.02
3211,discovery,27719,16584,0.19
3212,citizen,27690,16027,0.17
3213,assets,27686,12925,0.05
3214,mitt,27671,10275,0.96
3215,aunt,27665,9826,0.55
3216,waves,27665,15607,0.05
3217,measured,27663,16473,0.02
3218,seasons,27660,17078,0.08
3219,approval,27648,18918,0.03
3220,machines,27646,14952,0.05
3221,portion,27646,20693,0.01
3222,destruction,27630,17302,0.04
3223,random,27621,17347,0.13
3224,threatened,27619,20715,0.02
3225,dancing,27618,16289,0.14
3226,hills,27615,17064,0.5
3227,opinions,27590,17921,0.04
3228,prayer,27589,13545,0.12
3229,smooth,27585,19352,0.06
3230,ph,27584,8580,0.07
3231,initially,27582,22227,0.16
3232,item,27576,14837,0.09
3233,listed,27570,19593,0.02
3234,lift,27569,18563,0.1
3235,app,27568,8476,0.16
3236,absence,27566,19095,0.02
3237,friendly,27566,20769,0.06
3238,photographs,27561,15220,0.16
3239,allen,27552,12339,0.99
3240,suffer,27552,21014,0.01
3241,rough,27551,21331,0.06
3242,contain,27550,19860,0.01
3243,raw,27548,17333,0.11
3244,launched,27527,21614,0.03
3245,scheduled,27524,21993,0.02
3246,skill,27523,16181,0.04
3247,visited,27507,21216,0.01
3248,involving,27493,20838,0.01
3249,horrible,27469,19532,0.05
3250,christians,27463,9322,0.97
3251,cop,27447,11190,0.14
3252,obtained,27447,16098,0.0
3253,declared,27440,20343,0.01
3254,latin,27436,12095,0.99
3255,philadelphia,27421,14927,1.0
3256,repeated,27419,20127,0.03
3257,concrete,27400,16108,0.04
3258,austin,27397,10575,0.99
3259,unlikely,27384,22004,0.02
3260,mood,27383,19348,0.04
3261,returning,27374,21751,0.09
3262,gentlemen,27354,14875,0.24
3263,swing,27348,16569,0.08
3264,liberty,27317,12589,0.4
3265,finance,27302,16225,0.22
3266,pace,27298,20372,0.09
3267,studying,27294,20635,0.05
3268,button,27239,15651,0.06
3269,palestinian,27229,5482,1.0
3270,denied,27221,19882,0.02
3271,pan,27210,10759,0.23
3272,compare,27207,19876,0.12
3273,deficit,27200,11900,0.03
3274,anxiety,27199,13579,0.07
3275,referred,27195,20181,0.01
3276,naturally,27186,21186,0.18
3277,cute,27184,16817,0.1
3278,athletes,27173,8991,0.05
3279,emphasis,27171,18126,0.03
3280,hopefully,27159,21268,0.36
3281,detective,27157,9473,0.51
3282,deeper,27155,20813,0.03
3283,throat,27155,16304,0.03
3284,forgotten,27139,20768,0.04
3285,drama,27126,17064,0.09
3286,combat,27125,15260,0.07
3287,saddam,27107,6358,1.0
3288,angel,27097,11002,0.44
3289,resource,27088,14582,0.16
3290,sisters,27088,15169,0.15
3291,sake,27026,19228,0.02
3292,spoken,27020,19624,0.03
3293,blocks,27015,18417,0.02
3294,apparent,27008,21065,0.01
3295,brilliant,26996,19943,0.1
3296,knees,26982,16922,0.01
3297,stephen,26970,14853,0.99
3298,profile,26955,17194,0.09
3299,storage,26955,13151,0.07
3300,honestly,26943,19584,0.27
3301,loans,26918,10117,0.04
3302,saving,26915,19937,0.11
3303,stops,26908,17653,0.03
3304,syria,26894,6999,1.0
3305,admitted,26893,19908,0.01
3306,hunting,26878,13364,0.09
3307,samples,26865,11042,0.04
3308,nancy,26858,10947,0.99
3309,aggressive,26839,18809,0.03
3310,wisdom,26820,17235,0.1
3311,andy,26808,9266,0.99
3312,seattle,26799,13170,0.99
3313,marry,26797,14229,0.06
3314,throwing,26786,20840,0.04
3315,divided,26766,19618,0.02
3316,column,26764,15656,0.03
3317,stretch,26762,20498,0.05
3318,update,26755,16100,0.27
3319,bears,26715,13294,0.43
3320,amy,26713,7839,0.98
3321,curriculum,26713,8480,0.08
3322,reviews,26705,15723,0.17
3323,behaviors,26700,8232,0.03
3324,radical,26700,15769,0.07
3325,harvard,26688,14764,1.0
3326,struggling,26677,21687,0.03
3327,reaching,26676,21885,0.07
3328,sauce,26625,9319,0.1
3329,contribute,26624,19549,0.01
3330,waters,26613,14595,0.2
3331,picking,26599,21556,0.07
3332,dating,26590,15474,0.06
3333,detailed,26585,20105,0.03
3334,elementary,26569,12518,0.31
3335,precisely,26552,19119,0.07
3336,passage,26536,16113,0.07
3337,alan,26531,11595,0.97
3338,substantial,26531,18614,0.02
3339,illness,26511,13870,0.03
3340,curious,26494,20143,0.07
3341,plot,26488,14644,0.05
3342,hoped,26479,20874,0.01
3343,sighs,26464,4652,0.7
3344,passes,26457,17432,0.02
3345,bones,26451,14587,0.13
3346,examine,26449,17631,0.03
3347,roberts,26442,7713,1.0
3348,biological,26441,12410,0.1
3349,improvement,26432,16889,0.09
3350,corn,26430,10815,0.12
3351,territory,26414,16865,0.07
3352,similarly,26408,18691,0.57
3353,gathered,26394,20862,0.01
3354,juice,26393,12572,0.08
3355,grandmother,26380,13071,0.09
3356,confused,26368,19893,0.04
3357,ongoing,26368,20074,0.04
3358,structures,26349,14151,0.02
3359,pot,26348,14496,0.08
3360,controls,26347,15326,0.04
3361,barack,26344,13404,1.0
3362,blacks,26334,9402,0.21
3363,sandy,26330,11308,0.87
3364,clock,26313,16499,0.06
3365,household,26308,15332,0.05
3366,ap,26305,8905,0.98
3367,harris,26305,9846,0.99
3368,judges,26301,11053,0.1
3369,delivery,26287,15555,0.06
3370,occasionally,26284,20935,0.14
3371,hitting,26281,18992,0.04
3372,mistakes,26269,18645,0.03
3373,attitudes,26261,11973,0.05
3374,unemployment,26259,12527,0.08
3375,categories,26252,14342,0.05
3376,im,26246,6510,0.75
3377,recommended,26239,18480,0.09
3378,chocolate,26236,12123,0.15
3379,bobby,26224,8701,0.97
3380,index,26220,11922,0.24
3381,speaks,26211,19514,0.04
3382,cap,26200,15075,0.14
3383,egg,26188,11705,0.1
3384,evaluation,26182,11423,0.14
3385,traveling,26163,19556,0.07
3386,championship,26154,12658,0.29
3387,confident,26149,20900,0.02
3388,foster,26144,12775,0.41
3389,colleges,26141,9133,0.12
3390,riding,26139,17356,0.09
3391,reduction,26122,14004,0.05
3392,strategic,26107,14121,0.16
3393,sheriff,26104,8574,0.52
3394,empire,26087,12998,0.51
3395,electricity,26030,12107,0.05
3396,trading,26017,13430,0.09
3397,deals,25966,17577,0.04
3398,laughter,25958,12421,0.31
3399,gore,25946,7088,0.96
3400,ads,25931,12424,0.05
3401,egypt,25927,8757,0.99
3402,properties,25927,12663,0.1
3403,assumed,25916,19172,0.01
3404,objective,25912,15673,0.04
3405,rescue,25901,15448,0.15
3406,marked,25884,19937,0.02
3407,surprising,25871,21901,0.02
3408,divorce,25866,12658,0.06
3409,amounts,25844,18971,0.01
3410,formula,25817,10680,0.39
3411,deaths,25813,14930,0.03
3412,terror,25798,14706,0.11
3413,interpretation,25795,13289,0.06
3414,substance,25787,13620,0.06
3415,kate,25781,6700,0.97
3416,anthony,25753,12428,0.99
3417,actors,25723,13440,0.06
3418,thrown,25718,20783,0.01
3419,addressed,25716,19098,0.01
3420,forgot,25713,19112,0.05
3421,fred,25698,9661,0.99
3422,hurricane,25698,10215,0.55
3423,stable,25662,17313,0.03
3424,regularly,25660,21133,0.01
3425,versus,25656,16203,0.05
3426,select,25650,16529,0.17
3427,minnesota,25649,13541,1.0
3428,cups,25647,9651,0.06
3429,cameras,25628,14759,0.04
3430,roads,25621,15773,0.07
3431,roman,25613,10337,0.98
3432,gate,25607,13294,0.24
3433,staring,25605,15750,0.04
3434,covering,25601,20232,0.03
3435,fiscal,25601,12244,0.07
3436,terrorism,25588,10924,0.09
3437,professionals,25566,15499,0.05
3438,tracks,25560,16272,0.04
3439,greg,25551,10323,0.99
3440,canadian,25548,11144,0.99
3441,kansas,25542,12683,1.0
3442,earn,25526,18801,0.03
3443,clothing,25500,16765,0.04
3444,routine,25461,18708,0.03
3445,cia,25459,8074,0.99
3446,conservatives,25459,11085,0.15
3447,lifetime,25455,19195,0.08
3448,fees,25422,12962,0.04
3449,islam,25415,6420,0.97
3450,generations,25414,18022,0.04
3451,testimony,25413,12695,0.03
3452,phrase,25405,17291,0.01
3453,discover,25401,19928,0.08
3454,load,25389,15887,0.06
3455,phil,25375,9578,0.98
3456,branch,25373,14959,0.23
3457,regions,25367,13133,0.03
3458,attended,25361,19567,0.01
3459,veterans,25304,10856,0.28
3460,organic,25301,10547,0.13
3461,eve,25287,10317,0.72
3462,technique,25286,15501,0.03
3463,interaction,25285,12465,0.04
3464,diverse,25284,16789,0.02
3465,managers,25260,12546,0.06
3466,injuries,25259,14849,0.04
3467,causing,25256,20035,0.01
3468,components,25247,13739,0.03
3469,expansion,25244,14912,0.04
3470,absolute,25223,17452,0.06
3471,stadium,25212,11046,0.5
3472,sheet,25211,15061,0.06
3473,protected,25205,17581,0.03
3474,jacket,25173,13966,0.06
3475,external,25155,12772,0.06
3476,fig,25147,3159,0.9
3477,describes,25131,18901,0.0
3478,stocks,25119,8597,0.07
3479,coaches,25107,10318,0.08
3480,coalition,25107,12951,0.29
3481,danny,25075,6402,0.95
3482,warming,25052,9075,0.07
3483,implications,25044,16255,0.13
3484,flag,25040,13876,0.09
3485,sin,25032,9947,0.1
3486,functions,25022,14551,0.02
3487,screaming,24990,16212,0.13
3488,walker,24978,9715,0.91
3489,difficulty,24964,17816,0.03
3490,fake,24959,15005,0.08
3491,publicly,24956,19067,0.02
3492,pray,24953,13888,0.1
3493,rapidly,24948,18997,0.01
3494,ross,24947,8530,0.99
3495,scored,24937,13174,0.02
3496,secondary,24927,13462,0.08
3497,mainly,24919,19191,0.04
3498,dedicated,24903,20253,0.03
3499,lock,24899,16442,0.14
3500,vacation,24895,16445,0.05
3501,burned,24879,17644,0.02
3502,define,24875,17531,0.04
3503,dirt,24875,15761,0.06
3504,asleep,24869,15765,0.02
3505,fort,24865,11852,0.84
3506,bother,24858,19274,0.01
3507,prize,24858,15737,0.39
3508,extraordinary,24854,18838,0.05
3509,painted,24852,15770,0.04
3510,breathing,24848,16294,0.04
3511,threats,24838,15624,0.04
3512,recommend,24832,18328,0.01
3513,buried,24830,17289,0.04
3514,mode,24829,13702,0.08
3515,roots,24817,17375,0.07
3516,abandoned,24816,18915,0.03
3517,columbia,24815,14883,1.0
3518,stations,24804,13844,0.03
3519,creek,24799,10124,0.77
3520,port,24796,11803,0.32
3521,soldier,24784,12521,0.15
3522,pointing,24776,19140,0.04
