rank,lemma,PoS,freq,perMil,disp
3688,dominant,j,19131,19.27,0.9
3689,invasion,n,19112,19.25,0.93
3690,sacred,j,19103,19.24,0.95
3691,replacement,n,19102,19.24,0.96
3692,portray,v,19095,19.23,0.95
3693,hunt,v,19089,19.22,0.95
3694,distinguish,v,19085,19.22,0.91
3695,melt,v,19071,19.2,0.95
3696,consensus,n,19057,19.19,0.93
3697,kiss,n,19047,19.18,0.94
3698,french,n,19041,19.17,0.96
3699,hardware,n,19041,19.17,0.93
3700,rail,n,19039,19.17,0.94
3701,cold,n,19037,19.17,0.94
3702,mate,n,19036,19.17,0.96
3703,dry,v,19030,19.16,0.94
3704,korean,j,19028,19.16,0.91
3705,cabin,n,19019,19.15,0.93
3706,dining,n,19017,19.15,0.92
3707,liberal,n,19015,19.15,0.92
3708,snake,n,18993,19.13,0.95
3709,tobacco,n,18992,19.13,0.9
3710,orientation,n,18984,19.12,0.86
3711,trigger,v,18981,19.11,0.96
3712,wherever,r,18966,19.1,0.99
3713,seize,v,18961,19.09,0.97
3714,abuse,v,18959,19.09,0.95
3715,mess,v,18949,19.08,0.96
3716,punish,v,18930,19.06,0.98
3717,sexy,j,18927,19.06,0.95
3718,depict,v,18922,19.05,0.92
3719,input,n,18921,19.05,0.91
3720,seemingly,r,18903,19.04,0.96
3721,widespread,j,18896,19.03,0.94
3722,competitor,n,18893,19.03,0.94
3723,flip,v,18889,18.97,0.95
3724,freshman,n,18878,19.01,0.93
3725,donation,n,18869,19.0,0.94
3726,administrative,j,18864,19.0,0.89
3727,donor,n,18858,18.99,0.95
3728,gradually,r,18850,18.98,0.95
3729,overlook,v,18846,18.98,0.96
3730,toilet,n,18844,18.8,0.96
3731,pleased,j,18827,18.96,0.96
3732,resemble,v,18824,18.96,0.95
3733,ideology,n,18802,18.93,0.9
3734,glory,n,18788,18.92,0.96
3735,maximum,j,18764,18.9,0.93
3736,organ,n,18750,18.88,0.96
3737,skip,v,18743,18.87,0.97
3738,starting,n,18738,18.87,0.93
3739,brush,v,18733,18.86,0.91
3740,brick,n,18730,18.86,0.95
3741,gut,n,18712,18.84,0.97
3742,reservation,n,18704,18.84,0.94
3743,rebel,n,18704,18.84,0.93
3744,disappointed,j,18701,18.83,0.98
3745,oak,n,18691,18.82,0.93
3746,valid,j,18685,18.82,0.93
3747,instructor,n,18675,18.81,0.89
3748,rescue,v,18665,18.8,0.98
3749,racism,n,18651,18.78,0.93
3750,pension,n,18644,18.77,0.92
3751,diabetes,n,18635,18.77,0.87
3752,overall,r,18621,18.75,0.94
3753,cluster,n,18617,18.75,0.91
3754,eager,j,18609,18.74,0.96
3755,marijuana,n,18607,18.74,0.91
3756,combat,n,18595,18.73,0.95
3757,praise,v,18574,18.7,0.97
3758,costume,n,18568,18.7,0.96
3759,sixth,m,18547,18.68,0.95
3760,frequent,j,18545,18.68,0.94
3761,inspiration,n,18543,18.67,0.96
3762,orange,n,18542,18.67,0.95
3763,concrete,j,18533,18.66,0.94
3764,cooking,n,18528,18.66,0.93
3765,conspiracy,n,18508,18.64,0.95
3766,trait,n,18502,18.63,0.91
3767,van,n,18497,18.63,0.95
3768,institutional,j,18477,18.61,0.85
3769,garlic,n,18473,18.6,0.84
3770,drinking,n,18467,18.6,0.97
3771,response,i,18460,18.59,0.93
3772,crystal,n,18456,18.59,0.96
3773,stretch,n,18453,18.58,0.95
3774,pro,n,18444,18.57,0.93
3775,associate,n,18443,18.57,0.95
3776,helicopter,n,18430,18.56,0.94
3777,counsel,n,18429,18.56,0.88
3778,equation,n,18417,18.55,0.89
3779,roman,j,18414,18.54,0.95
3780,sophisticated,j,18406,18.54,0.96
3781,timing,n,18399,18.53,0.97
3782,pope,n,18398,18.53,0.89
3783,opera,n,18377,18.51,0.92
3784,ethical,j,18367,18.5,0.9
3785,mount,n,18361,18.49,0.94
3786,indication,n,18351,18.48,0.96
3787,motive,n,18345,18.47,0.96
3788,porch,n,18345,18.47,0.87
3789,reinforce,v,18342,18.47,0.91
3790,gaze,n,18339,18.47,0.83
3791,ours,p,18321,18.45,0.99
3792,lap,n,18314,18.44,0.92
3793,written,j,18308,18.44,0.91
3794,reverse,v,18304,18.43,0.97
3795,starter,n,18292,18.42,0.9
3796,injure,v,18288,18.42,0.95
3797,chronic,j,18286,18.41,0.91
3798,continued,j,18283,18.41,0.93
3799,exclusive,j,18276,18.4,0.96
3800,colonel,n,18262,18.39,0.93
3801,copy,v,18254,18.38,0.96
3802,beef,n,18253,18.38,0.95
3803,abroad,r,18252,18.38,0.95
3804,thanksgiving,n,18234,18.36,0.95
3805,intensity,n,18229,18.36,0.92
3806,desire,v,18224,18.35,0.94
3807,cave,n,18219,18.35,0.94
3808,basement,n,18210,18.34,0.96
3809,associated,j,18209,18.34,0.89
3810,unlike,j,18191,18.32,0.96
3811,fascinating,j,18189,18.32,0.96
3812,interact,v,18183,18.31,0.93
3813,illustration,n,18179,18.31,0.86
3814,daily,r,18177,18.3,0.94
3815,essence,n,18172,18.3,0.95
3816,container,n,18171,18.3,0.93
3817,driving,j,18169,18.3,0.97
3818,stuff,v,18158,18.29,0.96
3819,dynamic,j,18151,18.28,0.92
3820,gym,n,18149,18.28,0.96
3821,bat,n,18132,18.26,0.96
3822,plead,v,18129,18.26,0.95
3823,promotion,n,18122,18.25,0.95
3824,uncertainty,n,18119,18.25,0.93
3825,ownership,n,18114,18.24,0.94
3826,officially,r,18080,18.21,0.98
3827,tag,n,18076,18.2,0.95
3828,documentary,n,18071,18.2,0.95
3829,stem,n,18061,18.19,0.9
3830,flood,n,18059,18.19,0.95
3831,guilt,n,18057,18.18,0.97
3832,inside,n,18050,18.18,0.97
3833,alarm,n,18039,18.17,0.97
3834,turkey,n,18036,18.16,0.93
3835,conduct,n,18031,18.16,0.93
3836,diagnose,v,18030,18.16,0.95
3837,precious,j,18016,18.14,0.97
3838,swallow,v,18013,18.14,0.91
3839,initiate,v,18004,18.13,0.92
3840,fitness,n,18001,18.13,0.91
3841,restrict,v,17989,18.12,0.94
3842,gulf,n,17985,18.11,0.86
3843,advocate,v,17982,18.11,0.94
3844,mommy,n,17978,18.1,0.93
3845,unexpected,j,17962,18.09,0.97
3846,shrug,v,17959,18.09,0.82
3847,agricultural,j,17939,18.07,0.88
3848,sacrifice,n,17936,18.06,0.96
3849,spectrum,n,17916,18.04,0.94
3850,dragon,n,17915,18.04,0.89
3851,bacteria,n,17913,18.04,0.91
3852,shore,n,17908,18.03,0.95
3853,pastor,n,17896,18.02,0.95
3854,cliff,n,17891,18.02,0.95
3855,ship,v,17891,18.02,0.97
3856,adequate,j,17887,18.01,0.92
3857,rape,v,17887,17.35,0.94
3858,addition,n,17884,18.01,0.94
3859,tackle,v,17881,18.01,0.94
3860,occupation,n,17878,18.0,0.93
3861,compose,v,17863,17.99,0.93
3862,slice,n,17862,17.99,0.9
3863,brave,j,17860,17.99,0.98
3864,military,n,17849,17.97,0.93
3865,stimulus,n,17842,17.97,0.88
3866,patent,n,17836,17.96,0.9
3867,powder,n,17830,17.96,0.9
3868,harsh,j,17815,17.94,0.98
3869,chaos,n,17809,17.93,0.98
3870,kit,n,17795,17.92,0.95
3871,this,r,17786,17.91,0.97
3872,piano,n,17786,17.91,0.96
3873,surprisingly,r,17784,17.91,0.96
3874,lend,v,17776,17.9,0.97
3875,correctly,r,17759,17.88,0.95
3876,project,v,17755,17.88,0.96
3877,govern,v,17753,17.88,0.94
3878,modest,j,17749,17.87,0.95
3879,shared,j,17746,17.87,0.92
3880,psychologist,n,17738,17.86,0.91
3881,servant,n,17732,17.86,0.95
3882,overwhelming,j,17731,17.86,0.97
3883,elevator,n,17718,17.84,0.92
3884,hispanic,j,17705,17.83,0.91
3885,divine,j,17704,17.83,0.92
3886,transmission,n,17702,17.83,0.92
3887,butt,n,17681,17.81,0.96
3888,commonly,r,17663,17.79,0.91
3889,cowboy,n,17658,17.78,0.94
3890,ease,v,17652,17.78,0.95
3891,intent,n,17648,17.77,0.96
3892,counseling,n,17615,17.74,0.86
3893,gentle,j,17606,17.86,0.94
3894,rhythm,n,17605,17.73,0.95
3895,short,r,17604,17.73,0.96
3896,complexity,n,17603,17.73,0.91
3897,nonetheless,r,17584,17.71,0.94
3898,effectiveness,n,17583,17.71,0.86
3899,lonely,j,17579,17.7,0.97
3900,statistical,j,17575,17.7,0.85
3901,longtime,j,17574,17.7,0.91
3902,strain,n,17571,17.69,0.91
3903,firm,j,17560,17.68,0.96
3904,garbage,n,17560,17.68,0.98
3905,devote,v,17555,17.68,0.95
3906,speed,v,17549,17.67,0.97
3907,venture,n,17532,17.66,0.93
3908,lock,n,17526,17.65,0.95
3909,aide,n,17521,17.64,0.93
3910,subtle,j,17521,17.64,0.96
3911,rod,n,17510,17.63,0.92
3912,top,v,17509,17.63,0.94
3913,civilian,j,17506,17.63,0.93
3914,t-shirt,n,17501,17.62,0.94
3915,endure,v,17500,17.62,0.97
3916,civilian,n,17499,17.62,0.95
3917,basket,n,17488,17.61,0.95
3918,strict,j,17484,17.61,0.96
3919,loser,n,17479,17.6,0.97
3920,franchise,n,17479,17.6,0.91
3921,saint,n,17465,17.59,0.96
3922,aim,n,17460,17.58,0.93
3923,prosecution,n,17457,17.58,0.87
3924,bite,n,17445,17.57,0.96
3925,lyrics,n,17443,17.57,0.91
3926,compound,n,17435,17.56,0.95
3927,architecture,n,17424,17.55,0.93
3928,reach,n,17415,17.54,0.96
3929,destination,n,17414,17.54,0.96
3930,cope,v,17404,17.53,0.9
3931,province,n,17402,17.52,0.93
3932,sum,n,17402,17.52,0.95
3933,lecture,n,17399,17.52,0.94
3934,spill,v,17398,17.52,0.95
3935,genuine,j,17394,17.52,0.96
3936,upstairs,r,17392,17.51,0.93
3937,protest,v,17387,17.51,0.96
3938,trading,n,17380,17.5,0.94
3939,please,v,17377,17.5,0.97
3940,acceptance,n,17373,17.5,0.92
3941,revelation,n,17367,17.49,0.95
3942,march,v,17363,17.48,0.98
3943,indicator,n,17361,17.48,0.87
3944,collaboration,n,17360,17.48,0.89
3945,rhetoric,n,17356,17.48,0.93
3946,tune,v,17352,17.47,0.95
3947,slam,v,17345,17.47,0.9
3948,inevitable,j,17339,17.46,0.97
3949,monkey,n,17334,17.46,0.96
3950,till,i,17322,17.44,0.96
3951,protocol,n,17316,17.44,0.93
3952,productive,j,17315,17.44,0.94
3953,principal,j,17310,17.43,0.93
3954,finish,n,17287,17.41,0.95
3955,jeans,n,17273,17.39,0.91
3956,companion,n,17269,17.39,0.95
3957,convict,v,17257,17.38,0.93
3958,boost,v,17241,17.36,0.93
3959,recipient,n,17240,17.36,0.89
3960,practically,r,17238,17.36,0.98
3961,array,n,17233,17.35,0.94
3962,persuade,v,17229,17.35,0.96
3963,undermine,v,17226,17.35,0.94
3964,yep,u,17224,17.35,0.91
3965,ranch,n,17219,17.34,0.92
3966,scout,n,17206,17.33,0.92
3967,medal,n,17200,17.32,0.91
3968,endless,j,17193,17.31,0.96
3969,translation,n,17186,17.31,0.93
3970,ski,n,17185,17.31,0.8
3971,conservation,n,17184,17.3,0.87
3972,habitat,n,17173,17.29,0.9
3973,contractor,n,17156,17.28,0.92
3974,trailer,n,17146,17.27,0.94
3975,pitcher,n,17123,17.24,0.89
3976,towel,n,17122,17.24,0.93
3977,goodbye,u,17122,17.24,0.92
3978,harm,v,17109,17.23,0.97
3979,bonus,n,17099,17.22,0.94
3980,dramatically,r,17087,17.21,0.95
3981,genre,n,17072,17.19,0.92
3982,caller,n,17070,17.19,0.72
3983,exit,n,17065,17.18,0.97
3984,hook,n,17057,17.18,0.97
3985,behavioral,j,17052,16.2,0.82
3986,omit,v,17050,17.17,0.28
3987,pit,n,17033,17.15,0.96
3988,volunteer,v,17024,17.14,0.97
3989,boring,j,17020,17.14,0.98
3990,hook,v,17012,17.13,0.97
3991,suspend,v,17011,17.13,0.96
3992,cholesterol,n,17011,17.13,0.85
3993,closed,j,16993,17.11,0.97
3994,advertisement,n,16993,17.11,0.69
3995,bombing,n,16988,17.11,0.9
3996,consult,v,16987,17.11,0.97
3997,encounter,n,16987,17.11,0.95
3998,expertise,n,16978,17.1,0.94
3999,creator,n,16976,17.1,0.93
4000,peaceful,j,16963,17.08,0.97
4001,upset,j,16960,17.08,0.97
4002,provided,c,16959,17.08,0.93
4003,tablet,n,16958,17.08,0.89
4004,blow,n,16948,17.07,0.97
4005,ruling,n,16930,17.05,0.92
4006,launch,n,16908,17.03,0.93
4007,warming,n,16906,17.02,0.91
4008,equity,n,16905,17.02,0.93
4009,rational,j,16905,17.02,0.93
4010,classic,n,16902,17.02,0.95
4011,utilize,v,16898,17.02,0.9
4012,pine,n,16894,17.01,0.92
4013,past,r,16892,17.01,0.95
4014,bitter,j,16881,17.0,0.97
4015,guard,v,16876,16.99,0.97
4016,surgeon,n,16865,16.98,0.96
4017,affordable,j,16864,16.98,0.92
4018,tennis,n,16863,16.98,0.94
4019,artistic,j,16857,16.98,0.93
4020,download,v,16856,16.97,0.91
4021,suffering,n,16837,16.96,0.96
4022,accuracy,n,16834,16.95,0.89
4023,literacy,n,16828,16.95,0.66
4024,treasury,n,16827,16.95,0.93
4025,talented,j,16822,16.94,0.97
4026,crown,n,16806,16.92,0.96
4027,importantly,r,16802,16.92,0.95
4028,bare,j,16802,16.92,0.9
4029,invisible,j,16798,16.92,0.95
4030,sergeant,n,16794,16.91,0.94
4031,regulatory,j,16782,16.9,0.9
4032,thumb,n,16776,16.89,0.94
4033,colony,n,16776,16.89,0.94
4034,walking,n,16767,16.88,0.96
4035,accessible,j,16761,16.88,0.89
4036,damn,v,16761,16.88,0.91
4037,integration,n,16746,16.86,0.86
4038,spouse,n,16732,16.85,0.93
4039,award,v,16728,16.85,0.95
4040,excitement,n,16728,16.85,0.96
4041,residence,n,16727,16.84,0.96
4042,bold,j,16726,16.84,0.97
4043,adolescent,n,16726,16.84,0.74
4044,greek,j,16725,16.84,0.95
4045,doll,n,16714,17.09,0.95
4046,oxygen,n,16714,16.83,0.95
4047,finance,v,16685,16.8,0.94
4048,gravity,n,16674,16.79,0.94
4049,functional,j,16672,16.79,0.87
4050,palace,n,16669,16.79,0.96
4051,echo,v,16668,16.79,0.95
4052,cotton,n,16664,16.78,0.93
4053,rescue,n,16660,16.78,0.96
4054,estimated,j,16657,16.77,0.93
4055,program,v,16652,16.77,0.96
4056,endorse,v,16646,16.76,0.94
4057,lawmaker,n,16643,16.76,0.86
4058,determination,n,16633,16.75,0.94
4059,flash,v,16627,16.74,0.9
4060,simultaneously,r,16626,16.74,0.93
4061,dynamics,n,16623,16.74,0.9
4062,shell,n,16622,16.74,0.95
4063,hint,n,16621,16.74,0.96
4064,frame,v,16594,16.71,0.96
4065,administer,v,16592,16.71,0.9
4066,rush,n,16589,16.71,0.97
4067,christianity,n,16585,16.7,0.92
4068,distract,v,16563,16.68,0.97
4069,ban,n,16560,16.68,0.93
4070,alleged,j,16528,16.64,0.93
4071,statute,n,16524,16.64,0.86
4072,value,v,16523,16.64,0.95
4073,biology,n,16518,16.63,0.91
4074,republican,j,16513,16.63,0.92
4075,follower,n,16508,16.62,0.95
4076,nasty,j,16504,16.62,0.97
4077,evident,j,16476,16.59,0.91
4078,prior,j,16472,16.59,0.91
4079,confess,v,16468,16.58,0.98
4080,eligible,j,16461,16.58,0.92
4081,picture,v,16439,16.55,0.96
4082,rock,v,16432,16.55,0.96
4083,trap,n,16420,16.54,0.98
4084,consent,n,16419,16.53,0.92
4085,pump,n,16418,16.53,0.94
4086,down,n,16415,16.53,0.93
4087,bloody,j,16415,16.53,0.97
4088,hate,n,16397,16.51,0.94
4089,occasional,j,16386,16.5,0.95
4090,trunk,n,16376,16.49,0.93
4091,prohibit,v,16370,16.49,0.93
4092,sustainable,j,16363,16.48,0.89
4093,belly,n,16361,16.48,0.91
4094,banking,n,16356,16.47,0.93
4095,asshole,n,16356,16.47,0.89
4096,journalism,n,16352,16.47,0.93
4097,flash,n,16348,16.46,0.94
4098,average,v,16343,16.46,0.91
4099,obstacle,n,16342,16.46,0.95
4100,ridge,n,16341,16.46,0.93
4101,heal,v,16325,16.44,0.98
4102,bastard,n,16320,16.43,0.91
4103,cheer,v,16318,16.43,0.97
4104,apology,n,16314,16.43,0.97
4105,tumor,n,16309,16.42,0.87
4106,architect,n,16305,16.42,0.93
4107,wrist,n,16293,16.41,0.91
4108,harbor,n,16291,16.41,0.95
4109,handsome,j,16284,16.4,0.93
4110,bullshit,n,16278,16.39,0.9
4111,realm,n,16277,16.39,0.94
4112,bet,n,16276,16.39,0.98
4113,twist,v,16274,16.39,0.91
4114,inspector,n,16272,16.39,0.91
4115,surveillance,n,16262,16.38,0.94
4116,trauma,n,16257,16.37,0.9
4117,rebuild,v,16256,16.37,0.95
4118,romance,n,16244,16.36,0.97
4119,gross,j,16241,16.36,0.97
4120,deadline,n,16240,16.35,0.94
4121,age,v,16238,16.35,0.95
4122,classical,j,16222,16.34,0.93
4123,convey,v,16221,16.33,0.94
4124,compensation,n,16221,16.33,0.93
4125,insect,n,16198,16.31,0.92
4126,debate,v,16195,16.31,0.96
4127,output,n,16190,16.3,0.91
4128,parliament,n,16176,16.29,0.91
4129,suite,n,16164,16.28,0.94
4130,opposed,i,16159,16.27,0.95
4131,fold,v,16148,16.26,0.91
4132,separation,n,16144,16.26,0.93
4133,demon,n,16143,16.26,0.93
4134,eating,n,16142,16.26,0.96
4135,structural,j,16138,16.25,0.87
4136,besides,i,16135,16.25,0.98
4137,equality,n,16126,16.24,0.92
4138,logical,j,16111,16.22,0.94
4139,probability,n,16109,16.22,0.88
4140,await,v,16102,16.22,0.97
4141,generous,j,16095,16.21,0.98
4142,acquisition,n,16072,16.18,0.91
4143,custody,n,16070,16.18,0.94
4144,compromise,n,16070,16.18,0.95
4145,greet,v,16069,16.18,0.94
4146,trash,n,16056,16.17,0.97
4147,judicial,j,16050,16.16,0.89
4148,earthquake,n,16050,16.16,0.92
4149,insane,j,16042,16.15,0.96
4150,realistic,j,16029,16.14,0.96
4151,wake,n,16026,16.14,0.96
4152,assemble,v,16017,16.13,0.96
4153,necessity,n,16013,16.13,0.94
4154,horn,n,16012,16.12,0.95
4155,parameter,n,16010,16.12,0.81
4156,grip,n,16005,16.12,0.94
4157,modify,v,16000,16.11,0.92
4158,signal,v,15998,16.11,0.95
4159,sponsor,v,15998,16.11,0.94
4160,mathematics,n,15994,16.11,0.82
4161,hallway,n,15988,16.1,0.88
4162,african-american,j,15963,16.08,0.92
4163,any,r,15957,16.07,0.97
4164,liability,n,15952,16.06,0.91
4165,crawl,v,15944,16.06,0.92
4166,theoretical,j,15943,16.06,0.84
4167,condemn,v,15942,16.05,0.96
4168,fluid,n,15938,16.05,0.95
4169,homeland,n,15934,16.05,0.93
4170,technological,j,15934,16.05,0.91
4171,exam,n,15933,16.04,0.97
4172,anchor,n,15923,16.03,0.85
4173,spell,v,15921,16.03,0.97
4174,considering,c,15896,16.01,0.96
4175,conscious,j,15895,16.01,0.96
4176,vitamin,n,15887,16.0,0.89
4177,known,j,15885,16.0,0.96
4178,hostage,n,15872,15.98,0.79
4179,reserve,v,15866,15.98,0.95
4180,actively,r,15862,15.97,0.93
4181,mill,n,15859,15.97,0.94
4182,teenage,j,15845,15.96,0.96
4183,respect,i,15832,15.94,0.88
4184,retrieve,v,15830,15.94,0.85
4185,processing,n,15825,15.94,0.89
4186,sentiment,n,15815,15.93,0.95
4187,offering,n,15814,15.93,0.95
4188,oral,j,15805,15.92,0.89
4189,convinced,j,15803,15.91,0.97
4190,photography,n,15803,15.91,0.92
4191,coin,n,15797,15.91,0.96
4192,laptop,n,15796,15.91,0.92
4193,bounce,v,15792,15.9,0.95
4194,goodness,n,15790,15.9,0.97
4195,affiliation,n,15784,15.89,0.78
4196,punch,v,15780,15.89,0.96
4197,burst,v,15772,15.88,0.92
4198,bee,n,15760,15.87,0.94
4199,blessing,n,15758,15.87,0.97
4200,command,v,15758,15.87,0.97
4201,continuous,j,15752,15.86,0.9
4202,above,j,15751,15.86,0.91
4203,landing,n,15743,15.85,0.95
4204,repair,n,15742,15.85,0.96
4205,worry,n,15739,15.85,0.98
4206,ritual,n,15737,15.85,0.93
4207,bath,n,15725,15.84,0.96
4208,sneak,v,15716,15.83,0.96
4209,historically,r,15703,15.81,0.94
4210,mud,n,15699,15.81,0.94
4211,scan,v,15695,15.81,0.94
4212,reminder,n,15692,15.8,0.97
4213,hers,p,15685,15.8,0.88
4214,slavery,n,15684,15.79,0.93
4215,supervisor,n,15672,15.78,0.94
4216,quantity,n,15672,15.78,0.93
4217,olympics,n,15664,15.77,0.89
4218,pleasant,j,15653,15.77,0.96
4219,slope,n,15651,15.76,0.93
4220,skirt,n,15648,15.76,0.9
4221,outlet,n,15645,15.75,0.94
4222,curtain,n,15640,15.75,0.91
4223,declaration,n,15635,15.74,0.93
4224,seal,v,15632,15.74,0.97
4225,immune,j,15631,15.74,0.92
4226,switch,n,15630,15.74,0.96
4227,calendar,n,15617,15.73,0.95
4228,paragraph,n,15612,15.72,0.89
4229,identical,j,15611,15.72,0.95
4230,credit,v,15608,15.72,0.95
4231,regret,v,15607,15.72,0.98
4232,quest,n,15593,15.7,0.96
4233,flat,n,15583,15.69,0.94
4234,entrepreneur,n,15581,15.69,0.94
4235,specify,v,15567,15.68,0.88
4236,stumble,v,15561,15.67,0.93
4237,clay,n,15557,15.67,0.9
4238,noon,n,15551,15.66,0.92
4239,last,r,15550,15.66,0.9
4240,strip,v,15548,15.66,0.97
4241,elbow,n,15543,15.65,0.91
4242,outstanding,j,15537,15.65,0.96
4243,uh-huh,u,15532,15.64,0.89
4244,unity,n,15519,15.63,0.92
4245,rent,n,15515,15.62,0.97
4246,manipulate,v,15513,15.62,0.96
4247,airplane,n,15512,15.62,0.95
4248,portfolio,n,15509,15.62,0.92
4249,mysterious,j,15507,15.62,0.97
4250,delicious,j,15506,15.61,0.96
4251,northwest,n,15505,15.61,0.94
4252,sweat,n,15505,15.61,0.9
4253,profound,j,15497,15.61,0.96
4254,sacrifice,v,15484,15.59,0.98
4255,treasure,n,15484,15.59,0.97
4256,flour,n,15472,15.58,0.86
4257,lightly,r,15472,15.58,0.91
4258,rally,n,15471,15.58,0.92
4259,default,n,15454,15.56,0.88
4260,alongside,i,15454,15.56,0.95
4261,plain,n,15447,15.56,0.95
4262,hug,v,15443,15.55,0.92
4263,isolate,v,15433,15.54,0.92
4264,exploration,n,15421,15.53,0.93
4265,secure,j,15420,15.53,0.97
4266,limb,n,15391,15.5,0.93
4267,enroll,v,15391,15.5,0.9
4268,outer,j,15390,15.5,0.95
4269,charter,n,15390,15.5,0.93
4270,southwest,n,15385,15.49,0.92
4271,escape,n,15376,15.48,0.97
4272,arena,n,15361,15.47,0.94
4273,witch,n,15359,15.47,0.94
4274,upcoming,j,15358,15.47,0.94
4275,forty,m,15352,15.46,0.93
4276,someday,r,15352,15.46,0.98
4277,unite,v,15351,15.46,0.96
4278,courtesy,n,15350,15.46,0.92
4279,statue,n,15343,15.45,0.96
4280,fist,n,15331,15.44,0.88
4281,castle,n,15330,15.44,0.95
4282,precise,j,15330,15.44,0.96
4283,squad,n,15328,15.44,0.96
4284,cruise,n,15327,15.43,0.93
4285,joke,v,15321,15.43,0.97
4286,legally,r,15315,15.42,0.96
4287,embassy,n,15303,15.41,0.94
4288,patience,n,15298,15.41,0.95
4289,medium,j,15296,15.4,0.84
4290,thereby,r,15288,15.4,0.89
4291,bush,n,15262,15.37,0.95
4292,purple,j,15255,15.36,0.94
4293,peer,v,15226,15.33,0.88
4294,electrical,j,15225,15.33,0.96
4295,outfit,n,15213,15.32,0.97
4296,cage,n,15211,15.32,0.95
4297,retired,j,15207,15.31,0.93
4298,shark,n,15207,15.31,0.92
4299,lobby,n,15206,15.31,0.95
4300,sidewalk,n,15203,15.31,0.91
4301,near,r,15200,15.31,0.97
4302,runner,n,15188,15.29,0.94
4303,ankle,n,15182,15.29,0.94
4304,attraction,n,15180,15.29,0.96
4305,fool,v,15179,15.29,0.97
4306,artificial,j,15142,15.25,0.95
4307,mercy,n,15139,15.25,0.97
4308,indigenous,j,15139,15.25,0.82
4309,slap,v,15130,14.57,0.91
4310,tune,n,15126,15.23,0.97
4311,dancer,n,15125,15.23,0.96
4312,candle,n,15125,15.23,0.94
4313,sexually,r,15120,15.23,0.94
4314,needle,n,15115,15.22,0.95
4315,hidden,j,15111,15.22,0.96
4316,chronicle,n,15106,15.21,0.82
4317,suburb,n,15106,15.21,0.94
4318,toxic,j,15101,15.21,0.95
4319,underlying,j,15095,15.2,0.92
4320,sensor,n,15084,15.19,0.91
4321,deploy,v,15082,15.19,0.96
4322,debut,n,15081,15.19,0.92
4323,star,v,15075,15.18,0.94
4324,magnitude,n,15074,15.18,0.91
4325,suspicion,n,15070,15.18,0.97
4326,pro,j,15067,15.17,0.93
4327,colonial,j,15065,15.17,0.87
4328,icon,n,15065,15.17,0.94
4329,grandma,n,15063,15.17,0.94
4330,info,n,15051,15.16,0.9
4331,jurisdiction,n,15049,15.15,0.87
4332,iranian,j,15043,15.15,0.9
4333,senior,n,15032,15.14,0.92
4334,parade,n,15028,15.13,0.95
4335,seal,n,15019,15.12,0.95
4336,archive,n,15007,15.11,0.92
4337,gifted,j,15000,15.11,0.77
4338,rage,n,14996,15.1,0.96
4339,outdoor,j,14995,15.1,0.92
4340,ending,n,14992,15.1,0.96
4341,loop,n,14987,15.09,0.96
4342,altogether,r,14986,15.09,0.97
4343,chase,n,14979,15.08,0.93
4344,burning,j,14976,15.08,0.97
4345,reception,n,14976,15.08,0.96
4346,local,n,14975,15.08,0.95
4347,crush,v,14968,15.07,0.97
4348,premise,n,14964,15.07,0.94
4349,deem,v,14964,15.07,0.95
4350,automatic,j,14953,15.06,0.96
4351,whale,n,14947,15.05,0.86
4352,mechanical,j,14945,15.05,0.91
4353,credibility,n,14944,15.05,0.95
4354,drain,v,14944,15.05,0.92
4355,drift,v,14941,15.05,0.89
4356,loyalty,n,14935,15.04,0.97
4357,promising,j,14933,15.04,0.96
4358,tide,n,14929,15.03,0.97
4359,traveler,n,14928,15.03,0.95
4360,grief,n,14918,15.02,0.96
4361,metaphor,n,14916,15.02,0.9
4362,skull,n,14911,15.02,0.95
4363,pursuit,n,14909,15.01,0.96
4364,therapist,n,14907,15.01,0.96
4365,backup,n,14904,15.01,0.96
4366,workplace,n,14897,15.0,0.93
4367,instinct,n,14894,15.0,0.98
4368,export,n,14889,14.99,0.88
4369,bleed,v,14888,13.81,0.96
4370,shock,v,14881,14.99,0.97
4371,seventh,m,14877,14.98,0.95
4372,fixed,j,14876,14.98,0.93
4373,broadcast,n,14871,14.98,0.92
4374,disclose,v,14858,14.96,0.93
4375,execution,n,14857,14.96,0.95
4376,pal,n,14857,14.96,0.95
4377,chuckle,v,14855,14.96,0.86
4378,pump,v,14855,14.96,0.97
4379,density,n,14854,14.96,0.87
4380,correction,n,14850,14.95,0.94
4381,representative,j,14835,14.94,0.92
4382,jump,n,14819,14.92,0.97
4383,repair,v,14803,14.91,0.97
4384,kinda,r,14792,14.9,0.92
4385,relieve,v,14789,14.89,0.96
4386,teammate,n,14789,14.89,0.89
4387,brush,n,14780,14.88,0.92
4388,corridor,n,14779,14.88,0.9
4389,russian,n,14778,14.88,0.89
4390,enthusiasm,n,14777,14.88,0.97
4391,extended,j,14776,14.88,0.95
4392,root,v,14773,14.88,0.96
4393,alright,r,14773,14.88,0.82
4394,panic,n,14761,14.86,0.96
4395,pad,n,14749,14.85,0.94
4396,bid,n,14746,14.85,0.92
4397,mild,j,14741,14.72,0.95
4398,productivity,n,14732,14.84,0.91
4399,guess,n,14729,14.83,0.97
4400,tuck,v,14721,14.82,0.9
